text,label,source,original_label,sample_weight
"Obamacare is a massive, massive income redistribution with $250 billion a year in Medicaid expansion (and) in the subsidy structure thats basically being paid for by people on Medicare, through Medicare cuts, and a lot of tax increases.",Real,LIAR,half-true,1.0
Two million more Latinos are in poverty today than when President Obamatook his oath of office less than eight years ago.,Real,LIAR,half-true,1.0
The entire state of Florida led the nation last year with the most prison inmates committing tax fraud.,Real,LIAR,true,1.0
Theres a 1.5 percent to 2 percent overhead in Medicare. The insurance companies have a 20 percent to 30 percent overhead.,Real,LIAR,half-true,1.0
"The governor won this state with 49 percent. We had some of the closest races in the House in history. So youre not dealing with this 70-30, like they want to make it.",Real,LIAR,mostly-true,1.0
"Al-Qaida operatives, have said, Hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill Americans.",Real,LIAR,mostly-true,1.0
"Right now, 50 percent of Florida students leaving high school cannot read at grade level.",Real,LIAR,mostly-true,1.0
"In 2010, 2,694 young people were killed by gunfire. 1,773 were victims of homicide; 67 were elementary school-age children.",Real,LIAR,mostly-true,1.0
"Says a federal judge in San Antonio issued a ruling that not only could the students not pray at their graduation, if they used the word benediction, the word invocation, the word God, asked the audience to stand or asked for a moment of silence, he would put the superintendent in jail.",Real,LIAR,half-true,1.0
"George Allen voted to add $3 trillion to the federal debt, voted to raise the debt ceiling four times and voted for the No Child Left Behind Act while he was a senator.",Real,LIAR,true,1.0
Says he eliminated an EPA rule that treated spilled milk like it was oil.,Real,LIAR,true,1.0
"America has lost over 50,000 manufacturing factories on other trade deals.",Real,LIAR,half-true,1.0
We have the lowest per-capita spending of any state in the nation except for South Dakota.,Real,LIAR,mostly-true,1.0
David Cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence and child abuse.,Real,LIAR,true,1.0
Wisconsins rainy day fund is 165 times bigger than when we first took office.,Real,LIAR,true,1.0
"For Social Security, which is projected to remain solvent through 2033, Whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years.",Real,LIAR,mostly-true,1.0
"Says constitutional amendment would help to stop unfair, double taxation on real estate.",Real,LIAR,half-true,1.0
"Hillary Clinton ""actually differed with (John McCain) by arguing for exceptions for torture before changing positions.""",Real,LIAR,true,1.0
On his half pay pledge.,Real,LIAR,half-true,1.0
"Today, the five largest financial institutions are 38 percent bigger than they were back in 2008, when they were too big to fail.",Real,LIAR,mostly-true,1.0
Milwaukee is the most segregated city in America.,Real,LIAR,mostly-true,1.0
"Says that Mitt Romneys response to the crisis in the auto industry was, Let Detroit go bankrupt.",Real,LIAR,half-true,1.0
Mitt Romney drove to Canada with the family dog Seamus strapped to the roof of the car.,Real,LIAR,mostly-true,1.0
Says electric utilities are trying to fool you into amending your state Constitution in a way that gives them the authority to shut down net metering.,Real,LIAR,half-true,1.0
Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,Real,LIAR,true,1.0
Says Mitt Romney was one of the first national Republican leaders to endorse Marco Rubio.,Real,LIAR,half-true,1.0
"California gubernatorial candidate Steve Poizner, a Republican, ""gave $10,000 to Al Gore's recount"" effort in 2000.",Real,LIAR,mostly-true,1.0
"Since 1904, the Ohio victor has won the presidency 25 out of 27 times",Real,LIAR,true,1.0
Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,Real,LIAR,true,1.0
She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.,Real,LIAR,true,1.0
"Lois Frankel spent over $13,000 in taxpayer money on a marble shower in a private bathroom with her own toilet.",Real,LIAR,half-true,1.0
Online voter registration is a more secure way of doing voter registration.,Real,LIAR,mostly-true,1.0
"Even hunters are restricted from using large capacity magazines: there is a five cartridge limit for large game hunting, and three for bird hunting.",Real,LIAR,true,1.0
"When the NECAP proficiency test is re-given to the kids the second and third time, harder questions are taken out.",Real,LIAR,half-true,1.0
"Says New Jersey lost private-sector jobs between 2000 and 2009 because Democrats increased taxes, fees, regulations and state spending.",Real,LIAR,half-true,1.0
"The United States spends $2.2 billion on free cell phones, $27 million on Moroccan pottery classes and pays for the travel expenses for the watermelon queen in Alabama.",Real,LIAR,half-true,1.0
Says Charlie Crist implemented Jeb Bushs A+ Plan.,Real,LIAR,true,1.0
"Tyler Perrys plan to turn a majority of the former Fort McPherson into a film and television studio is expected to add over 8,000 new jobs to Atlanta.",Real,LIAR,half-true,1.0
"When lenders foreclose on homes, they typically suffer losses that exceed 30 percent of the value of the home.",Real,LIAR,mostly-true,1.0
"A quarter of our workers make $18,000 per year.",Real,LIAR,half-true,1.0
Forty percent of illegal immigrants are people coming legally on visas and overstaying their visas.,Real,LIAR,mostly-true,1.0
Says Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.,Real,LIAR,half-true,1.0
Says Oregon ranks 30th in the nation with regard to its incarceration rate.,Real,LIAR,true,1.0
There is a constitutional issue that affects the paychecks of members of Congress during a shutdown.,Real,LIAR,true,1.0
"George Bush ... used a signing statement (on a FEMA bill) to say, 'I don't have to follow that, unless I choose to.' ",Real,LIAR,true,1.0
The National Technical Information Service spends millions of taxpayer dollars to print and sell government documents that are available free in online searches.,Real,LIAR,mostly-true,1.0
Closing our states wage gap would make a $9 billion difference to Missouri women.,Real,LIAR,mostly-true,1.0
"Texas prosecutor Rosemary Lehmberg purchased 72 bottles of vodka in just one store alone, in just over a year.",Real,LIAR,true,1.0
Says Milken Institute rated San Antonio as nations top-performing local economy.,Real,LIAR,true,1.0
Georgia is one of only five states where breweries cant sell you a pint of beer to drink on premise or sell you a six-pack to go.,Real,LIAR,mostly-true,1.0
Al Franken said almost exactly what Trump said about John McCains military record.,Real,LIAR,half-true,1.0
Teddy Roosevelt first called for (health care) reform nearly a century ago.,Real,LIAR,true,1.0
One of the biggest causes of our soaring debt and economic insecurity ends up being Pentagon spending. The budget for the Pentagon consumes more than half of our discretionary spending.,Real,LIAR,true,1.0
Says Barack Obama promised to halve the deficit in his first term.,Real,LIAR,true,1.0
"After laying off 30,000 people,Carly Fiorina said that in retrospect, I would have done them all faster.",Real,LIAR,half-true,1.0
There are a lot of casinos across the country that have gone bankrupt.,Real,LIAR,true,1.0
"As Bernie Sanders said, Hillary Clinton voted for virtually every trade agreement that has cost the workers of this country millions, millions of jobs.",Real,LIAR,half-true,1.0
"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions.",Real,LIAR,true,1.0
The city of Houston now has more debt per capita than California.,Real,LIAR,half-true,1.0
We have a $2 trillion to $3 trillion infrastructure deficit. Weve got work that needs to get done. Weve got people that want to go to work.,Real,LIAR,mostly-true,1.0
"Under Gov. Kasich, Ohio wages have increased by $10.3 billion.",Real,LIAR,true,1.0
"If we increase fuel efficiency standards to 40, 45 miles a gallon, we would have to import zero oil from the Middle East.",Real,LIAR,half-true,1.0
Obamas Environmental Protection Agency sent emails for Hispanic Heritage Month with a photo of Che Guevara.,Real,LIAR,half-true,1.0
Were the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.,Real,LIAR,mostly-true,1.0
"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""",Real,LIAR,true,1.0
Says Russ Feingold broke his 1992 promise to always get the majority of funding from Wisconsin residents.,Real,LIAR,true,1.0
There were more people at the Air and Space Museum than at a rally against the health care bills.,Real,LIAR,half-true,1.0
Today Russia holds many of our most precious national security satellites at risk before they ever get off the ground.,Real,LIAR,mostly-true,1.0
Two-thirds of our economy is a consumer economy.,Real,LIAR,true,1.0
